SET IDENTITY_INSERT [dbo].[States] ON
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (1, N'Ghazni', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (2, N'Badghis', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (3, N'Bamyan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (4, N'Helmand', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (5, N'Zabul', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (6, N'Baghlan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (7, N'Kunar', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (8, N'Paktika', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (9, N'Khost', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (10, N'Kapisa', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (11, N'Nuristan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (12, N'Panjshir', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (13, N'Nangarhar', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (14, N'Samangan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (15, N'Balkh', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (16, N'Sar-e Pol', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (17, N'Jowzjan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (18, N'Herat', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (19, N'Ghōr', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (20, N'Faryab', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (21, N'Kandahar', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (22, N'Laghman', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (23, N'Daykundi', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (24, N'Takhar', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (25, N'Paktia', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (26, N'Parwan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (27, N'Nimruz', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (28, N'Logar', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (29, N'Urozgan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (30, N'Farah', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (31, N'Kunduz Province', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (32, N'Badakhshan', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (33, N'Kabul', 1)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (34, N'Lezhë County', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (35, N'Dibër County', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (36, N'Gjirokastër District', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (37, N'Kukës District', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (38, N'Shkodër District', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (39, N'Berat District', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (40, N'Korçë County', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (41, N'Fier County', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (42, N'Tirana District', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (43, N'Vlorë County', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (44, N'Durrës District', 2)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (45, N'Djelfa', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (46, N'El Oued', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (47, N'El Tarf', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (48, N'Oran', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (49, N'Naama', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (50, N'Annaba', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (51, N'Bouïra', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (52, N'Chlef', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (53, N'Tiaret', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (54, N'Tlemcen', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (55, N'Béchar', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (56, N'Médéa', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (57, N'Skikda', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (58, N'Blida', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (59, N'Illizi', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (60, N'Jijel', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (61, N'Biskra', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (62, N'Tipasa', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (63, N'Bordj Bou Arréridj', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (64, N'Tébessa', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (65, N'Adrar', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (66, N'Aïn Defla', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (67, N'Tindouf', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (68, N'Constantine', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (69, N'Aïn Témouchent', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (70, N'Saïda', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (71, N'Mascara', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (72, N'Boumerdès', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (73, N'Khenchela', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (74, N'Ghardaïa', 3)
INSERT INTO [dbo].[States] ([Id], [Name], [CountryId]) VALUES (75, N'Béjaïa', 3)
